2024-07-04 17:02:06.004829, 112, 1, 0
2024-07-29 21:34:05.535709, 114, 0, 1
2024-07-29 21:34:05.535709, 114, 0, 1
2024-08-01 20:25:50.631280, 114, 1, 0
2024-08-01 21:50:02.508681, 114, 1, 0
2024-08-01 21:54:22.153480, 114, 1, 0
2024-08-01 22:20:36.119177, 114, 1, 0
2024-08-01 22:20:36.119177, 114, 1, 0
2024-08-01 22:20:36.119177, 114, 1, 0
2024-08-01 22:20:36.119177, 114, 1, 0
2024-08-12 20:15:42.465894, 114, 1, 0
2024-08-12 20:19:01.819505, 114, 1, 0
2024-08-12 20:20:04.607502, 114, 1, 0
2024-08-12 20:22:35.775542, 114, 1, 0
2024-08-12 20:26:16.126670, 114, 1, 0
2024-08-12 20:29:54.394196, 114, 1, 0
2024-08-12 20:31:15.007301, 114, 1, 0
2024-08-12 20:43:12.445328, 114, 1, 0
2024-08-12 22:17:59.596726, 114, 1, 0
2024-08-16 13:05:50.558612, 114, 1, 0
2024-08-17 20:28:50.440321, 114, 1, 0
2024-08-19 05:34:33.922166, 2, 1, 0
2024-08-19 05:34:33.922166, 2, 0, 1
2024-08-19 05:40:35.225566, 2, 0, 1
2024-08-19 05:53:40.163380, 2, 0, 1
2024-08-19 05:56:42.149541, 2, 1, 0
2024-08-19 05:56:42.149541, 2, 1, 0
2024-08-19 05:56:42.149541, 2, 0, 1
2024-08-19 05:56:42.149541, 4, 0, 1
2024-08-19 10:17:36.914225, 4, 0, 1
2024-08-19 10:17:36.914225, 4, 0, 1
2024-08-19 10:17:36.914225, 2, 1, 0
2024-08-19 13:50:16.255414, 2, 0, 1
2024-08-19 13:50:16.255414, 2, 1, 0
2024-08-19 14:07:14.890603, 2, 1, 0
2024-08-19 14:07:14.890603, 2, 1, 0
2024-08-19 14:07:14.890603, 2, 1, 0
2024-08-19 15:43:50.119126, 2, 1, 0
2024-08-19 15:55:39.312668, 2, 1, 0
2024-08-19 16:01:01.348354, 2, 1, 0
2024-08-19 16:05:16.326886, 2, 1, 0
2024-08-19 16:05:16.326886, 2, 1, 0
2024-08-19 16:11:43.412878, 2, 1, 0
2024-08-19 16:18:41.347966, 2, 1, 0
2024-08-19 16:39:21.381083, 2, 1, 0
2024-08-19 17:54:08.921586, 4, 0, 1
2024-08-19 17:54:08.921586, 2, 0, 1
2024-08-19 17:54:08.921586, 2, 0, 1
2024-08-19 17:54:08.921586, 2, 0, 1
2024-08-19 17:54:08.921586, 4, 0, 1
2024-08-19 17:54:08.921586, 4, 0, 1
2024-08-19 17:54:08.921586, 2, 0, 1
2024-08-19 17:54:08.921586, 42, 1, 0
2024-08-19 17:54:08.921586, 7, 1, 0
2024-08-19 17:54:08.921586, 21, 2, 0
2024-08-19 17:54:08.921586, 21, 2, 0
